_id,Condition,ICD10,ICD10QF,SMRType,FinancialYear,Gender,GenderQF,AgeGroup,AgeGroupQF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
8193,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,Under 15 years, ,0,0, ,:,0, ,0, , ,:,0
8194,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,15-19 years, ,13,12.4, ,:,21, ,21, , ,:,1
8195,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,20-24 years, ,65.9,51.4, ,:,105, ,81, , ,:,1.3
8196,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,25-29 years, ,171.1,138.5, ,:,261, ,213, , ,:,1.2
8197,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,30-34 years, ,191.1,145, ,:,351, ,267, , ,:,1.3
8198,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,35-39 years, ,260.4,202.9, ,:,507, ,396, , ,:,1.3
8199,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,40-44 years, ,225.9,174.5, ,:,417, ,321, , ,:,1.3
8200,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,45-49 years, ,275.7,207.5, ,:,462, ,348, , ,:,1.3
8201,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,50-54 years, ,201.2,161.6, ,:,351, ,282, , ,:,1.2
8202,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,55-59 years, ,155,126.8, ,:,219, ,180, , ,:,1.2
8203,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,60-64 years, ,125.2,101.9, ,:,156, ,126, , ,:,1.2
8204,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2001/02,Male, ,65 years and over, ,58.1,50.9, ,:,201, ,177, , ,:,1.1
8205,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,Under 15 years, ,0,0, ,:,0, ,0, , ,:,0
8206,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,15-19 years, ,20.4,16.7, ,:,33, ,27, , ,:,1.2
8207,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,20-24 years, ,66.8,57.6, ,:,108, ,93, , ,:,1.2
8208,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,25-29 years, ,137.4,108.3, ,:,204, ,159, , ,:,1.3
8209,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,30-34 years, ,187.7,152.8, ,:,333, ,273, , ,:,1.2
8210,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,35-39 years, ,235.6,178.9, ,:,456, ,348, , ,:,1.3
8211,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,40-44 years, ,252.7,200.1, ,:,477, ,378, , ,:,1.3
8212,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,45-49 years, ,223.1,182.1, ,:,381, ,312, , ,:,1.2
8213,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,50-54 years, ,204.2,167.1, ,:,342, ,279, , ,:,1.2
8214,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,55-59 years, ,147.6,126.7, ,:,225, ,195, , ,:,1.2
8215,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,60-64 years, ,118.3,102.3, ,:,147, ,129, , ,:,1.1
8216,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2002/03,Male, ,65 years and over, ,59.9,48.4, ,:,216, ,174, , ,:,1.2
8217,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,Under 15 years, ,0,0, ,:,0, ,0, , ,:,0
8218,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,15-19 years, ,19.6,15.3, ,:,33, ,24, , ,:,1.4
8219,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,20-24 years, ,67.6,51.8, ,:,111, ,84, , ,:,1.3
8220,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,25-29 years, ,131.2,107.6, ,:,189, ,156, , ,:,1.2
8221,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,30-34 years, ,190,153, ,:,327, ,264, , ,:,1.2
8222,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,35-39 years, ,239,187.7, ,:,462, ,363, , ,:,1.3
8223,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,40-44 years, ,238.4,183.5, ,:,456, ,351, , ,:,1.3
8224,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,45-49 years, ,217.6,177.3, ,:,378, ,309, , ,:,1.2
8225,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,50-54 years, ,205.4,170.1, ,:,336, ,279, , ,:,1.2
8226,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,55-59 years, ,137.2,111.5, ,:,219, ,177, , ,:,1.2
8227,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,60-64 years, ,120,98.7, ,:,153, ,126, , ,:,1.2
8228,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2003/04,Male, ,65 years and over, ,52.2,44.4, ,:,189, ,159, , ,:,1.2
8229,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,Under 15 years, ,0,0, ,:,0, ,0, , ,:,0
8230,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,15-19 years, ,17.1,16.5, ,:,27, ,27, , ,:,1
8231,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,20-24 years, ,63.3,51.1, ,:,105, ,84, , ,:,1.3
8232,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,25-29 years, ,132.6,114.1, ,:,192, ,165, , ,:,1.2
8233,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,30-34 years, ,196.2,160.7, ,:,327, ,267, , ,:,1.2
8234,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,35-39 years, ,232.9,188.6, ,:,447, ,360, , ,:,1.2
8235,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,40-44 years, ,252.8,195, ,:,489, ,378, , ,:,1.3
8236,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,45-49 years, ,213.2,173.8, ,:,378, ,309, , ,:,1.2
8237,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,50-54 years, ,179.6,147.7, ,:,294, ,240, , ,:,1.2
8238,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,55-59 years, ,131.7,107.9, ,:,216, ,177, , ,:,1.2
8239,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,60-64 years, ,114.9,98.7, ,:,150, ,129, , ,:,1.2
8240,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2004/05,Male, ,65 years and over, ,51.9,43.5, ,:,186, ,156, , ,:,1.2
8241,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,Under 15 years, ,0,0, ,:,0, ,0, , ,:,0
8242,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,15-19 years, ,18.9,14.7, ,:,30, ,24, , ,:,1.3
8243,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,20-24 years, ,83,62.6, ,:,138, ,105, , ,:,1.3
8244,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,25-29 years, ,120.5,95.2, ,:,180, ,144, , ,:,1.3
8245,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,30-34 years, ,179.3,136.5, ,:,288, ,219, , ,:,1.3
8246,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,35-39 years, ,238.3,188.3, ,:,447, ,354, , ,:,1.3
8247,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,40-44 years, ,220.9,172.1, ,:,435, ,339, , ,:,1.3
8248,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,45-49 years, ,228.7,183, ,:,414, ,333, , ,:,1.2
8249,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,50-54 years, ,177.9,146.7, ,:,291, ,240, , ,:,1.2
8250,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,55-59 years, ,130.7,108.1, ,:,219, ,183, , ,:,1.2
8251,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,60-64 years, ,104.2,95, ,:,138, ,126, , ,:,1.1
8252,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2005/06,Male, ,65 years and over, ,44.9,37.7, ,:,168, ,138, , ,:,1.2
8253,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,Under 15 years, ,0,0, ,:,0, ,0, , ,:,0
8254,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,15-19 years, ,14.6,12.7, ,:,24, ,21, , ,:,1.1
8255,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,20-24 years, ,74,59.1, ,:,123, ,99, , ,:,1.2
8256,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,25-29 years, ,116.7,96.1, ,:,180, ,150, , ,:,1.2
8257,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,30-34 years, ,162.7,139, ,:,255, ,216, , ,:,1.2
8258,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,35-39 years, ,214.6,180.3, ,:,399, ,336, , ,:,1.2
8259,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,40-44 years, ,249.4,197.8, ,:,492, ,390, , ,:,1.3
8260,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,45-49 years, ,192.5,163.9, ,:,357, ,303, , ,:,1.2
8261,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,50-54 years, ,184.1,151.5, ,:,306, ,252, , ,:,1.2
8262,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,55-59 years, ,120.7,103.1, ,:,207, ,177, , ,:,1.2
8263,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,60-64 years, ,100.9,88.4, ,:,138, ,120, , ,:,1.2
8264,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2006/07,Male, ,65 years and over, ,37.4,33.5, ,:,141, ,126, , ,:,1.1
8265,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
8266,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,15-19 years, ,13.8,12.6,9.6, ,24, ,21, ,15, ,1.1
8267,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,20-24 years, ,52.6,44.3,30.7, ,90, ,75, ,51, ,1.2
8268,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,25-29 years, ,125.5,103.2,63.7, ,204, ,168, ,102, ,1.2
8269,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,30-34 years, ,158.9,139.8,88, ,243, ,213, ,135, ,1.1
8270,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,35-39 years, ,201.3,165.2,88.1, ,369, ,303, ,162, ,1.2
8271,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,40-44 years, ,220.7,173.4,88.7, ,438, ,345, ,177, ,1.3
8272,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,45-49 years, ,182.9,150.1,71.4, ,345, ,285, ,135, ,1.2
8273,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,50-54 years, ,175.7,138.5,79.6, ,297, ,234, ,135, ,1.3
8274,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,55-59 years, ,132.3,105.5,53.7, ,216, ,174, ,87, ,1.2
8275,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,60-64 years, ,86.9,78.1,42.1, ,129, ,114, ,63, ,1.1
8276,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2007/08,Male, ,65 years and over, ,36.4,34.3,22.3, ,138, ,129, ,84, ,1.1
8277,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
8278,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,15-19 years, ,16.2,16.2,15, ,27, ,27, ,24, ,1
8279,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,20-24 years, ,67.9,52.8,40.1, ,117, ,90, ,69, ,1.3
8280,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,25-29 years, ,128,106.9,67.3, ,213, ,177, ,111, ,1.2
8281,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,30-34 years, ,176.9,153,83.1, ,267, ,231, ,126, ,1.2
8282,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,35-39 years, ,221.7,180.2,99.1, ,396, ,321, ,177, ,1.2
8283,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,40-44 years, ,236,193.6,97.5, ,468, ,384, ,192, ,1.2
8284,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,45-49 years, ,228.5,186.5,96.4, ,441, ,360, ,186, ,1.2
8285,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,50-54 years, ,173.4,147.4,71.1, ,300, ,255, ,123, ,1.2
8286,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,55-59 years, ,121.6,105.5,51.5, ,195, ,171, ,84, ,1.1
8287,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,60-64 years, ,91.7,79.3,50.1, ,141, ,123, ,78, ,1.1
8288,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2008/09,Male, ,65 years and over, ,38.6,36.3,23.8, ,150, ,141, ,90, ,1.1
8289,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
8290,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,15-19 years, ,9.5,8.3,7.7, ,15, ,15, ,12, ,1
8291,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,20-24 years, ,64.7,57.1,41.6, ,111, ,99, ,72, ,1.1
8292,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,25-29 years, ,103.2,91.9,57.9, ,174, ,153, ,96, ,1.1
8293,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,30-34 years, ,177.3,149.7,91.9, ,270, ,228, ,141, ,1.2
8294,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,35-39 years, ,226.2,189.2,112.5, ,393, ,327, ,195, ,1.2
8295,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,40-44 years, ,225.6,181.3,92.2, ,444, ,357, ,180, ,1.2
8296,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,45-49 years, ,234.9,196.1,92.9, ,459, ,384, ,183, ,1.2
8297,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,50-54 years, ,188.3,152.7,68.4, ,333, ,270, ,120, ,1.2
8298,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,55-59 years, ,124.2,105.5,51.2, ,198, ,168, ,81, ,1.2
8299,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,60-64 years, ,74.7,63.3,34.2, ,117, ,99, ,54, ,1.2
8300,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2009/10,Male, ,65 years and over, ,37.2,33.2,21.3, ,147, ,132, ,84, ,1.1
8301,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
8302,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,15-19 years, ,3.6,3.6,3.6, ,6, ,6, ,6, ,1
8303,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,20-24 years, ,46.6,41.5,30.7, ,81, ,72, ,54, ,1.1
8304,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,25-29 years, ,103.3,86.6,59.3, ,174, ,147, ,99, ,1.2
8305,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,30-34 years, ,131.7,116.9,63, ,204, ,183, ,99, ,1.1
8306,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,35-39 years, ,176.7,151.2,74.7, ,297, ,255, ,126, ,1.2
8307,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,40-44 years, ,213.6,179.3,96.2, ,411, ,345, ,186, ,1.2
8308,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,45-49 years, ,207.5,173.8,80.4, ,414, ,345, ,159, ,1.2
8309,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,50-54 years, ,147.2,119,57, ,267, ,216, ,102, ,1.2
8310,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,55-59 years, ,112.2,99.1,48.6, ,180, ,159, ,78, ,1.1
8311,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,60-64 years, ,60.4,55.5,32, ,99, ,90, ,51, ,1.1
8312,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2010/11,Male, ,65 years and over, ,39.9,34.7,22, ,162, ,141, ,90, ,1.1
8313,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
8314,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,15-19 years, ,9,7.8,7.2, ,15, ,12, ,12, ,1.3
8315,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,20-24 years, ,31.3,26.4,20.9, ,57, ,48, ,39, ,1.2
8316,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,25-29 years, ,82.8,73.9,43.4, ,141, ,126, ,75, ,1.1
8317,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,30-34 years, ,112.8,100.2,52.6, ,180, ,159, ,84, ,1.1
8318,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,35-39 years, ,160.5,139.8,72.4, ,264, ,231, ,120, ,1.1
8319,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,40-44 years, ,198,163.5,84.3, ,378, ,312, ,162, ,1.2
8320,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,45-49 years, ,169.3,144.8,76.9, ,339, ,291, ,153, ,1.2
8321,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,50-54 years, ,146.7,122.9,57.9, ,270, ,228, ,108, ,1.2
8322,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,55-59 years, ,108.7,84.2,41.2, ,177, ,138, ,66, ,1.3
8323,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,60-64 years, ,62.6,54.7,33.4, ,102, ,90, ,54, ,1.1
8324,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2011/12,Male, ,65 years and over, ,40.8,35.4,23.5, ,168, ,147, ,96, ,1.1
8325,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
8326,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,15-19 years, ,7.4,6.1,6.1, ,12, ,9, ,9, ,1.3
8327,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,20-24 years, ,30.3,26.5,21.7, ,57, ,48, ,39, ,1.2
8328,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,25-29 years, ,61.4,54.4,32.8, ,105, ,93, ,57, ,1.1
8329,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,30-34 years, ,100.4,93.1,57.6, ,165, ,153, ,93, ,1.1
8330,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,35-39 years, ,153.7,133.4,72.1, ,243, ,210, ,114, ,1.2
8331,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,40-44 years, ,196,163.8,82.7, ,366, ,306, ,153, ,1.2
8332,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,45-49 years, ,177.9,154.9,83.2, ,354, ,309, ,165, ,1.1
8333,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,50-54 years, ,126.4,110,55.8, ,237, ,207, ,105, ,1.1
8334,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,55-59 years, ,102.3,84.8,43.3, ,171, ,141, ,72, ,1.2
8335,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,60-64 years, ,56.4,49.4,26, ,90, ,78, ,42, ,1.2
8336,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2012/13,Male, ,65 years and over, ,26.5,24.1,17.6, ,114, ,102, ,75, ,1.1
8337,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2013/14,Male, ,Under 15 years, ,0,0,0, ,0, ,0, ,0, ,0
8338,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2013/14,Male, ,15-19 years, ,8.1,6.8,6.8, ,12, ,12, ,12, ,1
8339,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2013/14,Male, ,20-24 years, ,22.8,21.1,17.9, ,42, ,39, ,33, ,1.1
8340,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2013/14,Male, ,25-29 years, ,67.8,58.1,38.5, ,117, ,102, ,66, ,1.1
8341,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2013/14,Male, ,30-34 years, ,119.2,104.2,61.1, ,198, ,174, ,102, ,1.1
8342,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2013/14,Male, ,35-39 years, ,146.5,132.9,66.1, ,225, ,204, ,102, ,1.1
8343,Mental & behavioural disorders due to use of alcohol: All,F10,d,SMR04,2013/14,Male, ,40-44 years, ,177.6,160.5,80.5, ,321, ,291, ,147, ,1.1
